Region,NDVI,EVI,Latitude,Longitude
Region_2754,0.52754,0.32754,10.2754,-49.7246
Region_2755,0.52755,0.32755,10.2755,-49.7245
Region_2756,0.52756,0.32756,10.2756,-49.7244
Region_2757,0.52757,0.32757,10.2757,-49.7243
Region_2758,0.52758,0.32758,10.2758,-49.7242
Region_2759,0.52759,0.32759,10.2759,-49.7241
Region_2760,0.5276,0.3276,10.276,-49.724
Region_2761,0.52761,0.32761,10.2761,-49.7239
Region_2762,0.52762,0.32762,10.2762,-49.7238
Region_2763,0.52763,0.32763,10.2763,-49.7237
Region_2764,0.52764,0.32764,10.2764,-49.7236
Region_2765,0.52765,0.32765,10.2765,-49.7235
Region_2766,0.52766,0.32766,10.2766,-49.7234
Region_2767,0.52767,0.32767,10.2767,-49.7233
Region_2768,0.52768,0.32768,10.2768,-49.7232
Region_2769,0.52769,0.32769,10.2769,-49.7231
Region_2770,0.5277,0.3277,10.277,-49.723
Region_2771,0.52771,0.32771,10.2771,-49.7229
Region_2772,0.52772,0.32772,10.2772,-49.7228
Region_2773,0.52773,0.32773,10.2773,-49.7227
Region_2774,0.52774,0.32774,10.2774,-49.7226
Region_2775,0.52775,0.32775,10.2775,-49.7225
Region_2776,0.52776,0.32776,10.2776,-49.7224
Region_2777,0.52777,0.32777,10.2777,-49.7223
Region_2778,0.52778,0.32778,10.2778,-49.7222
Region_2779,0.52779,0.32779,10.2779,-49.7221
Region_2780,0.5278,0.3278,10.278,-49.722
Region_2781,0.52781,0.32781,10.2781,-49.7219
Region_2782,0.52782,0.32782,10.2782,-49.7218
Region_2783,0.52783,0.32783,10.2783,-49.7217
Region_2784,0.52784,0.32784,10.2784,-49.7216
Region_2785,0.52785,0.32785,10.2785,-49.7215
Region_2786,0.52786,0.32786,10.2786,-49.7214
Region_2787,0.52787,0.32787,10.2787,-49.7213
Region_2788,0.52788,0.32788,10.2788,-49.7212
Region_2789,0.52789,0.32789,10.2789,-49.7211
Region_2790,0.5279,0.3279,10.279,-49.721
Region_2791,0.52791,0.32791,10.2791,-49.7209
Region_2792,0.52792,0.32792,10.2792,-49.7208
Region_2793,0.52793,0.32793,10.2793,-49.7207
Region_2794,0.52794,0.32794,10.2794,-49.7206
Region_2795,0.52795,0.32795,10.2795,-49.7205
Region_2796,0.52796,0.32796,10.2796,-49.7204
Region_2797,0.52797,0.32797,10.2797,-49.7203
Region_2798,0.52798,0.32798,10.2798,-49.7202
Region_2799,0.52799,0.32799,10.2799,-49.7201
Region_2800,0.528,0.328,10.28,-49.72
Region_2801,0.52801,0.32801,10.2801,-49.7199
Region_2802,0.52802,0.32802,10.2802,-49.7198
Region_2803,0.52803,0.32803,10.2803,-49.7197
Region_2804,0.52804,0.32804,10.2804,-49.7196
Region_2805,0.52805,0.32805,10.2805,-49.7195
Region_2806,0.52806,0.32806,10.2806,-49.7194
Region_2807,0.52807,0.32807,10.2807,-49.7193
Region_2808,0.52808,0.32808,10.2808,-49.7192
Region_2809,0.52809,0.32809,10.2809,-49.7191
Region_2810,0.5281,0.3281,10.281,-49.719
Region_2811,0.52811,0.32811,10.2811,-49.7189
Region_2812,0.52812,0.32812,10.2812,-49.7188
Region_2813,0.52813,0.32813,10.2813,-49.7187
Region_2814,0.52814,0.32814,10.2814,-49.7186
Region_2815,0.52815,0.32815,10.2815,-49.7185
Region_2816,0.52816,0.32816,10.2816,-49.7184
Region_2817,0.52817,0.32817,10.2817,-49.7183
Region_2818,0.52818,0.32818,10.2818,-49.7182
Region_2819,0.52819,0.32819,10.2819,-49.7181
Region_2820,0.5282,0.3282,10.282,-49.718
Region_2821,0.52821,0.32821,10.2821,-49.7179
Region_2822,0.52822,0.32822,10.2822,-49.7178
Region_2823,0.52823,0.32823,10.2823,-49.7177
Region_2824,0.52824,0.32824,10.2824,-49.7176
Region_2825,0.52825,0.32825,10.2825,-49.7175
Region_2826,0.52826,0.32826,10.2826,-49.7174
Region_2827,0.52827,0.32827,10.2827,-49.7173
Region_2828,0.52828,0.32828,10.2828,-49.7172
Region_2829,0.52829,0.32829,10.2829,-49.7171
Region_2830,0.5283,0.3283,10.283,-49.717
Region_2831,0.52831,0.32831,10.2831,-49.7169
Region_2832,0.52832,0.32832,10.2832,-49.7168
Region_2833,0.52833,0.32833,10.2833,-49.7167
Region_2834,0.52834,0.32834,10.2834,-49.7166
Region_2835,0.52835,0.32835,10.2835,-49.7165
Region_2836,0.52836,0.32836,10.2836,-49.7164
Region_2837,0.52837,0.32837,10.2837,-49.7163
Region_2838,0.52838,0.32838,10.2838,-49.7162
Region_2839,0.52839,0.32839,10.2839,-49.7161
Region_2840,0.5284,0.3284,10.284,-49.716
Region_2841,0.52841,0.32841,10.2841,-49.7159
Region_2842,0.52842,0.32842,10.2842,-49.7158
Region_2843,0.52843,0.32843,10.2843,-49.7157
Region_2844,0.52844,0.32844,10.2844,-49.7156
Region_2845,0.52845,0.32845,10.2845,-49.7155
Region_2846,0.52846,0.32846,10.2846,-49.7154
Region_2847,0.52847,0.32847,10.2847,-49.7153
Region_2848,0.52848,0.32848,10.2848,-49.7152
Region_2849,0.52849,0.32849,10.2849,-49.7151
Region_2850,0.5285,0.3285,10.285,-49.715
Region_2851,0.52851,0.32851,10.2851,-49.7149
Region_2852,0.52852,0.32852,10.2852,-49.7148
Region_2853,0.52853,0.32853,10.2853,-49.7147
Region_2854,0.52854,0.32854,10.2854,-49.7146
Region_2855,0.52855,0.32855,10.2855,-49.7145
Region_2856,0.52856,0.32856,10.2856,-49.7144
Region_2857,0.52857,0.32857,10.2857,-49.7143
Region_2858,0.52858,0.32858,10.2858,-49.7142
Region_2859,0.52859,0.32859,10.2859,-49.7141
Region_2860,0.5286,0.3286,10.286,-49.714
Region_2861,0.52861,0.32861,10.2861,-49.7139
Region_2862,0.52862,0.32862,10.2862,-49.7138
Region_2863,0.52863,0.32863,10.2863,-49.7137
Region_2864,0.52864,0.32864,10.2864,-49.7136
Region_2865,0.52865,0.32865,10.2865,-49.7135
Region_2866,0.52866,0.32866,10.2866,-49.7134
Region_2867,0.52867,0.32867,10.2867,-49.7133
Region_2868,0.52868,0.32868,10.2868,-49.7132
Region_2869,0.52869,0.32869,10.2869,-49.7131
Region_2870,0.5287,0.3287,10.287,-49.713
Region_2871,0.52871,0.32871,10.2871,-49.7129
Region_2872,0.52872,0.32872,10.2872,-49.7128
Region_2873,0.52873,0.32873,10.2873,-49.7127
Region_2874,0.52874,0.32874,10.2874,-49.7126
Region_2875,0.52875,0.32875,10.2875,-49.7125
Region_2876,0.52876,0.32876,10.2876,-49.7124
Region_2877,0.52877,0.32877,10.2877,-49.7123
Region_2878,0.52878,0.32878,10.2878,-49.7122
Region_2879,0.52879,0.32879,10.2879,-49.7121
Region_2880,0.5288,0.3288,10.288,-49.712
Region_2881,0.52881,0.32881,10.2881,-49.7119
Region_2882,0.52882,0.32882,10.2882,-49.7118
Region_2883,0.52883,0.32883,10.2883,-49.7117
Region_2884,0.52884,0.32884,10.2884,-49.7116
Region_2885,0.52885,0.32885,10.2885,-49.7115
Region_2886,0.52886,0.32886,10.2886,-49.7114
Region_2887,0.52887,0.32887,10.2887,-49.7113
Region_2888,0.52888,0.32888,10.2888,-49.7112
Region_2889,0.52889,0.32889,10.2889,-49.7111
Region_2890,0.5289,0.3289,10.289,-49.711
Region_2891,0.52891,0.32891,10.2891,-49.7109
Region_2892,0.52892,0.32892,10.2892,-49.7108
Region_2893,0.52893,0.32893,10.2893,-49.7107
Region_2894,0.52894,0.32894,10.2894,-49.7106
Region_2895,0.52895,0.32895,10.2895,-49.7105
Region_2896,0.52896,0.32896,10.2896,-49.7104
Region_2897,0.52897,0.32897,10.2897,-49.7103
Region_2898,0.52898,0.32898,10.2898,-49.7102
Region_2899,0.52899,0.32899,10.2899,-49.7101
Region_2900,0.529,0.329,10.29,-49.71
Region_2901,0.52901,0.32901,10.2901,-49.7099
Region_2902,0.52902,0.32902,10.2902,-49.7098
Region_2903,0.52903,0.32903,10.2903,-49.7097
Region_2904,0.52904,0.32904,10.2904,-49.7096
Region_2905,0.52905,0.32905,10.2905,-49.7095
Region_2906,0.52906,0.32906,10.2906,-49.7094
Region_2907,0.52907,0.32907,10.2907,-49.7093
Region_2908,0.52908,0.32908,10.2908,-49.7092
Region_2909,0.52909,0.32909,10.2909,-49.7091
Region_2910,0.5291,0.3291,10.291,-49.709
Region_2911,0.52911,0.32911,10.2911,-49.7089
Region_2912,0.52912,0.32912,10.2912,-49.7088
Region_2913,0.52913,0.32913,10.2913,-49.7087
Region_2914,0.52914,0.32914,10.2914,-49.7086
Region_2915,0.52915,0.32915,10.2915,-49.7085
Region_2916,0.52916,0.32916,10.2916,-49.7084
Region_2917,0.52917,0.32917,10.2917,-49.7083
Region_2918,0.52918,0.32918,10.2918,-49.7082
Region_2919,0.52919,0.32919,10.2919,-49.7081
Region_2920,0.5292,0.3292,10.292,-49.708
Region_2921,0.52921,0.32921,10.2921,-49.7079
Region_2922,0.52922,0.32922,10.2922,-49.7078
Region_2923,0.52923,0.32923,10.2923,-49.7077
Region_2924,0.52924,0.32924,10.2924,-49.7076
Region_2925,0.52925,0.32925,10.2925,-49.7075
Region_2926,0.52926,0.32926,10.2926,-49.7074
Region_2927,0.52927,0.32927,10.2927,-49.7073
Region_2928,0.52928,0.32928,10.2928,-49.7072
Region_2929,0.52929,0.32929,10.2929,-49.7071
Region_2930,0.5293,0.3293,10.293,-49.707
Region_2931,0.52931,0.32931,10.2931,-49.7069
Region_2932,0.52932,0.32932,10.2932,-49.7068
Region_2933,0.52933,0.32933,10.2933,-49.7067
Region_2934,0.52934,0.32934,10.2934,-49.7066
Region_2935,0.52935,0.32935,10.2935,-49.7065
Region_2936,0.52936,0.32936,10.2936,-49.7064
Region_2937,0.52937,0.32937,10.2937,-49.7063
Region_2938,0.52938,0.32938,10.2938,-49.7062
Region_2939,0.52939,0.32939,10.2939,-49.7061
Region_2940,0.5294,0.3294,10.294,-49.706
Region_2941,0.52941,0.32941,10.2941,-49.7059
Region_2942,0.52942,0.32942,10.2942,-49.7058
Region_2943,0.52943,0.32943,10.2943,-49.7057
Region_2944,0.52944,0.32944,10.2944,-49.7056
Region_2945,0.52945,0.32945,10.2945,-49.7055
Region_2946,0.52946,0.32946,10.2946,-49.7054
Region_2947,0.52947,0.32947,10.2947,-49.7053
Region_2948,0.52948,0.32948,10.2948,-49.7052
Region_2949,0.52949,0.32949,10.2949,-49.7051
Region_2950,0.5295,0.3295,10.295,-49.705
Region_2951,0.52951,0.32951,10.2951,-49.7049
Region_2952,0.52952,0.32952,10.2952,-49.7048
Region_2953,0.52953,0.32953,10.2953,-49.7047
Region_2954,0.52954,0.32954,10.2954,-49.7046
Region_2955,0.52955,0.32955,10.2955,-49.7045
Region_2956,0.52956,0.32956,10.2956,-49.7044
Region_2957,0.52957,0.32957,10.2957,-49.7043
Region_2958,0.52958,0.32958,10.2958,-49.7042
Region_2959,0.52959,0.32959,10.2959,-49.7041
Region_2960,0.5296,0.3296,10.296,-49.704
Region_2961,0.52961,0.32961,10.2961,-49.7039
Region_2962,0.52962,0.32962,10.2962,-49.7038
Region_2963,0.52963,0.32963,10.2963,-49.7037
Region_2964,0.52964,0.32964,10.2964,-49.7036
Region_2965,0.52965,0.32965,10.2965,-49.7035
Region_2966,0.52966,0.32966,10.2966,-49.7034
Region_2967,0.52967,0.32967,10.2967,-49.7033
Region_2968,0.52968,0.32968,10.2968,-49.7032
Region_2969,0.52969,0.32969,10.2969,-49.7031
Region_2970,0.5297,0.3297,10.297,-49.703
Region_2971,0.52971,0.32971,10.2971,-49.7029
Region_2972,0.52972,0.32972,10.2972,-49.7028
Region_2973,0.52973,0.32973,10.2973,-49.7027
Region_2974,0.52974,0.32974,10.2974,-49.7026
Region_2975,0.52975,0.32975,10.2975,-49.7025
Region_2976,0.52976,0.32976,10.2976,-49.7024
Region_2977,0.52977,0.32977,10.2977,-49.7023
Region_2978,0.52978,0.32978,10.2978,-49.7022
Region_2979,0.52979,0.32979,10.2979,-49.7021
Region_2980,0.5298,0.3298,10.298,-49.702
Region_2981,0.52981,0.32981,10.2981,-49.7019
Region_2982,0.52982,0.32982,10.2982,-49.7018
Region_2983,0.52983,0.32983,10.2983,-49.7017
Region_2984,0.52984,0.32984,10.2984,-49.7016
Region_2985,0.52985,0.32985,10.2985,-49.7015
Region_2986,0.52986,0.32986,10.2986,-49.7014
Region_2987,0.52987,0.32987,10.2987,-49.7013
Region_2988,0.52988,0.32988,10.2988,-49.7012
Region_2989,0.52989,0.32989,10.2989,-49.7011
Region_2990,0.5299,0.3299,10.299,-49.701
Region_2991,0.52991,0.32991,10.2991,-49.7009
Region_2992,0.52992,0.32992,10.2992,-49.7008
Region_2993,0.52993,0.32993,10.2993,-49.7007
Region_2994,0.52994,0.32994,10.2994,-49.7006
Region_2995,0.52995,0.32995,10.2995,-49.7005
Region_2996,0.52996,0.32996,10.2996,-49.7004
Region_2997,0.52997,0.32997,10.2997,-49.7003
Region_2998,0.52998,0.32998,10.2998,-49.7002
Region_2999,0.52999,0.32999,10.2999,-49.7001
Region_3000,0.53,0.33,10.3,-49.7
Region_3001,0.53001,0.33001,10.3001,-49.6999
Region_3002,0.53002,0.33002,10.3002,-49.6998
Region_3003,0.53003,0.33003,10.3003,-49.6997
Region_3004,0.53004,0.33004,10.3004,-49.6996
Region_3005,0.53005,0.33005,10.3005,-49.6995
Region_3006,0.53006,0.33006,10.3006,-49.6994
Region_3007,0.53007,0.33007,10.3007,-49.6993
Region_3008,0.53008,0.33008,10.3008,-49.6992
Region_3009,0.53009,0.33009,10.3009,-49.6991
Region_3010,0.5301,0.3301,10.301,-49.699
Region_3011,0.53011,0.33011,10.3011,-49.6989
Region_3012,0.53012,0.33012,10.3012,-49.6988
Region_3013,0.53013,0.33013,10.3013,-49.6987
Region_3014,0.53014,0.33014,10.3014,-49.6986
Region_3015,0.53015,0.33015,10.3015,-49.6985
Region_3016,0.53016,0.33016,10.3016,-49.6984
Region_3017,0.53017,0.33017,10.3017,-49.6983
Region_3018,0.53018,0.33018,10.3018,-49.6982
Region_3019,0.53019,0.33019,10.3019,-49.6981
Region_3020,0.5302,0.3302,10.302,-49.698
Region_3021,0.53021,0.33021,10.3021,-49.6979
Region_3022,0.53022,0.33022,10.3022,-49.6978
Region_3023,0.53023,0.33023,10.3023,-49.6977
Region_3024,0.53024,0.33024,10.3024,-49.6976
Region_3025,0.53025,0.33025,10.3025,-49.6975
Region_3026,0.53026,0.33026,10.3026,-49.6974
Region_3027,0.53027,0.33027,10.3027,-49.6973
Region_3028,0.53028,0.33028,10.3028,-49.6972
Region_3029,0.53029,0.33029,10.3029,-49.6971
Region_3030,0.5303,0.3303,10.303,-49.697
Region_3031,0.53031,0.33031,10.3031,-49.6969
Region_3032,0.53032,0.33032,10.3032,-49.6968
Region_3033,0.53033,0.33033,10.3033,-49.6967
Region_3034,0.53034,0.33034,10.3034,-49.6966
Region_3035,0.53035,0.33035,10.3035,-49.6965
Region_3036,0.53036,0.33036,10.3036,-49.6964
Region_3037,0.53037,0.33037,10.3037,-49.6963
Region_3038,0.53038,0.33038,10.3038,-49.6962
Region_3039,0.53039,0.33039,10.3039,-49.6961
Region_3040,0.5304,0.3304,10.304,-49.696
Region_3041,0.53041,0.33041,10.3041,-49.6959
Region_3042,0.53042,0.33042,10.3042,-49.6958
Region_3043,0.53043,0.33043,10.3043,-49.6957
Region_3044,0.53044,0.33044,10.3044,-49.6956
Region_3045,0.53045,0.33045,10.3045,-49.6955
Region_3046,0.53046,0.33046,10.3046,-49.6954
Region_3047,0.53047,0.33047,10.3047,-49.6953
Region_3048,0.53048,0.33048,10.3048,-49.6952
Region_3049,0.53049,0.33049,10.3049,-49.6951
Region_3050,0.5305,0.3305,10.305,-49.695
Region_3051,0.53051,0.33051,10.3051,-49.6949
Region_3052,0.53052,0.33052,10.3052,-49.6948
Region_3053,0.53053,0.33053,10.3053,-49.6947
Region_3054,0.53054,0.33054,10.3054,-49.6946
Region_3055,0.53055,0.33055,10.3055,-49.6945
Region_3056,0.53056,0.33056,10.3056,-49.6944
Region_3057,0.53057,0.33057,10.3057,-49.6943
Region_3058,0.53058,0.33058,10.3058,-49.6942
Region_3059,0.53059,0.33059,10.3059,-49.6941
Region_3060,0.5306,0.3306,10.306,-49.694
Region_3061,0.53061,0.33061,10.3061,-49.6939
Region_3062,0.53062,0.33062,10.3062,-49.6938
Region_3063,0.53063,0.33063,10.3063,-49.6937
Region_3064,0.53064,0.33064,10.3064,-49.6936
Region_3065,0.53065,0.33065,10.3065,-49.6935
Region_3066,0.53066,0.33066,10.3066,-49.6934
Region_3067,0.53067,0.33067,10.3067,-49.6933
Region_3068,0.53068,0.33068,10.3068,-49.6932
Region_3069,0.53069,0.33069,10.3069,-49.6931
Region_3070,0.5307,0.3307,10.307,-49.693
Region_3071,0.53071,0.33071,10.3071,-49.6929
Region_3072,0.53072,0.33072,10.3072,-49.6928
Region_3073,0.53073,0.33073,10.3073,-49.6927
Region_3074,0.53074,0.33074,10.3074,-49.6926
Region_3075,0.53075,0.33075,10.3075,-49.6925
Region_3076,0.53076,0.33076,10.3076,-49.6924
Region_3077,0.53077,0.33077,10.3077,-49.6923
Region_3078,0.53078,0.33078,10.3078,-49.6922
Region_3079,0.53079,0.33079,10.3079,-49.6921
Region_3080,0.5308,0.3308,10.308,-49.692
Region_3081,0.53081,0.33081,10.3081,-49.6919
Region_3082,0.53082,0.33082,10.3082,-49.6918
Region_3083,0.53083,0.33083,10.3083,-49.6917
Region_3084,0.53084,0.33084,10.3084,-49.6916
Region_3085,0.53085,0.33085,10.3085,-49.6915
Region_3086,0.53086,0.33086,10.3086,-49.6914
Region_3087,0.53087,0.33087,10.3087,-49.6913
Region_3088,0.53088,0.33088,10.3088,-49.6912
Region_3089,0.53089,0.33089,10.3089,-49.6911
Region_3090,0.5309,0.3309,10.309,-49.691
Region_3091,0.53091,0.33091,10.3091,-49.6909
Region_3092,0.53092,0.33092,10.3092,-49.6908
Region_3093,0.53093,0.33093,10.3093,-49.6907
Region_3094,0.53094,0.33094,10.3094,-49.6906
Region_3095,0.53095,0.33095,10.3095,-49.6905
Region_3096,0.53096,0.33096,10.3096,-49.6904
Region_3097,0.53097,0.33097,10.3097,-49.6903
Region_3098,0.53098,0.33098,10.3098,-49.6902
Region_3099,0.53099,0.33099,10.3099,-49.6901
Region_3100,0.531,0.331,10.31,-49.69
Region_3101,0.53101,0.33101,10.3101,-49.6899
Region_3102,0.53102,0.33102,10.3102,-49.6898
Region_3103,0.53103,0.33103,10.3103,-49.6897
Region_3104,0.53104,0.33104,10.3104,-49.6896
Region_3105,0.53105,0.33105,10.3105,-49.6895
Region_3106,0.53106,0.33106,10.3106,-49.6894
Region_3107,0.53107,0.33107,10.3107,-49.6893
Region_3108,0.53108,0.33108,10.3108,-49.6892
Region_3109,0.53109,0.33109,10.3109,-49.6891
Region_3110,0.5311,0.3311,10.311,-49.689
Region_3111,0.53111,0.33111,10.3111,-49.6889
Region_3112,0.53112,0.33112,10.3112,-49.6888
Region_3113,0.53113,0.33113,10.3113,-49.6887
Region_3114,0.53114,0.33114,10.3114,-49.6886
Region_3115,0.53115,0.33115,10.3115,-49.6885
Region_3116,0.53116,0.33116,10.3116,-49.6884
Region_3117,0.53117,0.33117,10.3117,-49.6883
Region_3118,0.53118,0.33118,10.3118,-49.6882
Region_3119,0.53119,0.33119,10.3119,-49.6881
Region_3120,0.5312,0.3312,10.312,-49.688
Region_3121,0.53121,0.33121,10.3121,-49.6879
Region_3122,0.53122,0.33122,10.3122,-49.6878
Region_3123,0.53123,0.33123,10.3123,-49.6877
Region_3124,0.53124,0.33124,10.3124,-49.6876
Region_3125,0.53125,0.33125,10.3125,-49.6875
Region_3126,0.53126,0.33126,10.3126,-49.6874
Region_3127,0.53127,0.33127,10.3127,-49.6873
Region_3128,0.53128,0.33128,10.3128,-49.6872
Region_3129,0.53129,0.33129,10.3129,-49.6871
Region_3130,0.5313,0.3313,10.313,-49.687
Region_3131,0.53131,0.33131,10.3131,-49.6869
Region_3132,0.53132,0.33132,10.3132,-49.6868
Region_3133,0.53133,0.33133,10.3133,-49.6867
Region_3134,0.53134,0.33134,10.3134,-49.6866
Region_3135,0.53135,0.33135,10.3135,-49.6865
Region_3136,0.53136,0.33136,10.3136,-49.6864
Region_3137,0.53137,0.33137,10.3137,-49.6863
Region_3138,0.53138,0.33138,10.3138,-49.6862
Region_3139,0.53139,0.33139,10.3139,-49.6861
Region_3140,0.5314,0.3314,10.314,-49.686
Region_3141,0.53141,0.33141,10.3141,-49.6859
Region_3142,0.53142,0.33142,10.3142,-49.6858
Region_3143,0.53143,0.33143,10.3143,-49.6857
Region_3144,0.53144,0.33144,10.3144,-49.6856
Region_3145,0.53145,0.33145,10.3145,-49.6855
Region_3146,0.53146,0.33146,10.3146,-49.6854
Region_3147,0.53147,0.33147,10.3147,-49.6853
Region_3148,0.53148,0.33148,10.3148,-49.6852
Region_3149,0.53149,0.33149,10.3149,-49.6851
Region_3150,0.5315,0.3315,10.315,-49.685
Region_3151,0.53151,0.33151,10.3151,-49.6849
Region_3152,0.53152,0.33152,10.3152,-49.6848
Region_3153,0.53153,0.33153,10.3153,-49.6847
Region_3154,0.53154,0.33154,10.3154,-49.6846
Region_3155,0.53155,0.33155,10.3155,-49.6845
Region_3156,0.53156,0.33156,10.3156,-49.6844
Region_3157,0.53157,0.33157,10.3157,-49.6843
Region_3158,0.53158,0.33158,10.3158,-49.6842
Region_3159,0.53159,0.33159,10.3159,-49.6841
Region_3160,0.5316,0.3316,10.316,-49.684
Region_3161,0.53161,0.33161,10.3161,-49.6839
Region_3162,0.53162,0.33162,10.3162,-49.6838
Region_3163,0.53163,0.33163,10.3163,-49.6837
Region_3164,0.53164,0.33164,10.3164,-49.6836
Region_3165,0.53165,0.33165,10.3165,-49.6835
Region_3166,0.53166,0.33166,10.3166,-49.6834
Region_3167,0.53167,0.33167,10.3167,-49.6833
Region_3168,0.53168,0.33168,10.3168,-49.6832
Region_3169,0.53169,0.33169,10.3169,-49.6831
Region_3170,0.5317,0.3317,10.317,-49.683
Region_3171,0.53171,0.33171,10.3171,-49.6829
Region_3172,0.53172,0.33172,10.3172,-49.6828
Region_3173,0.53173,0.33173,10.3173,-49.6827
Region_3174,0.53174,0.33174,10.3174,-49.6826
Region_3175,0.53175,0.33175,10.3175,-49.6825
Region_3176,0.53176,0.33176,10.3176,-49.6824
Region_3177,0.53177,0.33177,10.3177,-49.6823
Region_3178,0.53178,0.33178,10.3178,-49.6822
Region_3179,0.53179,0.33179,10.3179,-49.6821
Region_3180,0.5318,0.3318,10.318,-49.682
Region_3181,0.53181,0.33181,10.3181,-49.6819
Region_3182,0.53182,0.33182,10.3182,-49.6818
Region_3183,0.53183,0.33183,10.3183,-49.6817
Region_3184,0.53184,0.33184,10.3184,-49.6816
Region_3185,0.53185,0.33185,10.3185,-49.6815
Region_3186,0.53186,0.33186,10.3186,-49.6814
Region_3187,0.53187,0.33187,10.3187,-49.6813
Region_3188,0.53188,0.33188,10.3188,-49.6812
Region_3189,0.53189,0.33189,10.3189,-49.6811
Region_3190,0.5319,0.3319,10.319,-49.681
Region_3191,0.53191,0.33191,10.3191,-49.6809
Region_3192,0.53192,0.33192,10.3192,-49.6808
Region_3193,0.53193,0.33193,10.3193,-49.6807
Region_3194,0.53194,0.33194,10.3194,-49.6806
Region_3195,0.53195,0.33195,10.3195,-49.6805
Region_3196,0.53196,0.33196,10.3196,-49.6804
Region_3197,0.53197,0.33197,10.3197,-49.6803
Region_3198,0.53198,0.33198,10.3198,-49.6802
Region_3199,0.53199,0.33199,10.3199,-49.6801
Region_3200,0.532,0.332,10.32,-49.68
Region_3201,0.53201,0.33201,10.3201,-49.6799
Region_3202,0.53202,0.33202,10.3202,-49.6798
Region_3203,0.53203,0.33203,10.3203,-49.6797
Region_3204,0.53204,0.33204,10.3204,-49.6796
Region_3205,0.53205,0.33205,10.3205,-49.6795
Region_3206,0.53206,0.33206,10.3206,-49.6794
Region_3207,0.53207,0.33207,10.3207,-49.6793
Region_3208,0.53208,0.33208,10.3208,-49.6792
Region_3209,0.53209,0.33209,10.3209,-49.6791
Region_3210,0.5321,0.3321,10.321,-49.679
Region_3211,0.53211,0.33211,10.3211,-49.6789
Region_3212,0.53212,0.33212,10.3212,-49.6788
Region_3213,0.53213,0.33213,10.3213,-49.6787
Region_3214,0.53214,0.33214,10.3214,-49.6786
Region_3215,0.53215,0.33215,10.3215,-49.6785
Region_3216,0.53216,0.33216,10.3216,-49.6784
Region_3217,0.53217,0.33217,10.3217,-49.6783
Region_3218,0.53218,0.33218,10.3218,-49.6782
Region_3219,0.53219,0.33219,10.3219,-49.6781
Region_3220,0.5322,0.3322,10.322,-49.678
Region_3221,0.53221,0.33221,10.3221,-49.6779
Region_3222,0.53222,0.33222,10.3222,-49.6778
Region_3223,0.53223,0.33223,10.3223,-49.6777
Region_3224,0.53224,0.33224,10.3224,-49.6776
Region_3225,0.53225,0.33225,10.3225,-49.6775
Region_3226,0.53226,0.33226,10.3226,-49.6774
Region_3227,0.53227,0.33227,10.3227,-49.6773
Region_3228,0.53228,0.33228,10.3228,-49.6772
Region_3229,0.53229,0.33229,10.3229,-49.6771
Region_3230,0.5323,0.3323,10.323,-49.677
Region_3231,0.53231,0.33231,10.3231,-49.6769
Region_3232,0.53232,0.33232,10.3232,-49.6768
Region_3233,0.53233,0.33233,10.3233,-49.6767
Region_3234,0.53234,0.33234,10.3234,-49.6766
Region_3235,0.53235,0.33235,10.3235,-49.6765
Region_3236,0.53236,0.33236,10.3236,-49.6764
Region_3237,0.53237,0.33237,10.3237,-49.6763
Region_3238,0.53238,0.33238,10.3238,-49.6762
Region_3239,0.53239,0.33239,10.3239,-49.6761
Region_3240,0.5324,0.3324,10.324,-49.676
Region_3241,0.53241,0.33241,10.3241,-49.6759
Region_3242,0.53242,0.33242,10.3242,-49.6758
Region_3243,0.53243,0.33243,10.3243,-49.6757
Region_3244,0.53244,0.33244,10.3244,-49.6756
Region_3245,0.53245,0.33245,10.3245,-49.6755
Region_3246,0.53246,0.33246,10.3246,-49.6754
Region_3247,0.53247,0.33247,10.3247,-49.6753
Region_3248,0.53248,0.33248,10.3248,-49.6752
Region_3249,0.53249,0.33249,10.3249,-49.6751
Region_3250,0.5325,0.3325,10.325,-49.675
Region_3251,0.53251,0.33251,10.3251,-49.6749
Region_3252,0.53252,0.33252,10.3252,-49.6748
Region_3253,0.53253,0.33253,10.3253,-49.6747
Region_3254,0.53254,0.33254,10.3254,-49.6746
Region_3255,0.53255,0.33255,10.3255,-49.6745
Region_3256,0.53256,0.33256,10.3256,-49.6744
Region_3257,0.53257,0.33257,10.3257,-49.6743
Region_3258,0.53258,0.33258,10.3258,-49.6742
Region_3259,0.53259,0.33259,10.3259,-49.6741
Region_3260,0.5326,0.3326,10.326,-49.674
Region_3261,0.53261,0.33261,10.3261,-49.6739
Region_3262,0.53262,0.33262,10.3262,-49.6738
Region_3263,0.53263,0.33263,10.3263,-49.6737
Region_3264,0.53264,0.33264,10.3264,-49.6736
Region_3265,0.53265,0.33265,10.3265,-49.6735
Region_3266,0.53266,0.33266,10.3266,-49.6734
Region_3267,0.53267,0.33267,10.3267,-49.6733
Region_3268,0.53268,0.33268,10.3268,-49.6732
Region_3269,0.53269,0.33269,10.3269,-49.6731
Region_3270,0.5327,0.3327,10.327,-49.673
Region_3271,0.53271,0.33271,10.3271,-49.6729
Region_3272,0.53272,0.33272,10.3272,-49.6728
Region_3273,0.53273,0.33273,10.3273,-49.6727
Region_3274,0.53274,0.33274,10.3274,-49.6726
